nom_station,polluant,valeur,unite,date,x_l93,y_l93,
NICE PROMENADE,Oxydes d'azote,87.5,,15/10/2019 15:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,123.6,,15/10/2019 16:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,109.3,,15/10/2019 17:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,86.5,,15/10/2019 18:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,75,,15/10/2019 19:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,46,,15/10/2019 20:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,37.9,,15/10/2019 21:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,29.6,,15/10/2019 22:00,1041930.96,6296993.05,
NICE PROMENADE,Oxydes d'azote,30.6,,15/10/2019 23:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,18.9,,15/10/2019 00:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,20.1,,15/10/2019 01:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,22.5,,15/10/2019 02:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,23.7,,15/10/2019 03:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,27.1,,15/10/2019 04:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,62.9,,15/10/2019 05:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,78.6,,15/10/2019 06:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,83.1,,15/10/2019 07:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,70.3,,15/10/2019 08:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,75.6,,15/10/2019 09:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,50.4,,15/10/2019 10:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,15.1,,15/10/2019 11:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,10.6,,15/10/2019 12:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,31.1,,15/10/2019 13:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,,,15/10/2019 14:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,,,15/10/2019 15:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,26.8,,15/10/2019 16:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,21.1,,15/10/2019 17:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,17.1,,15/10/2019 18:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,17.5,,15/10/2019 19:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,14.1,,15/10/2019 20:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,13.8,,15/10/2019 21:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,12,,15/10/2019 22:00,1041930.96,6296993.05,
NICE PROMENADE,Particules PM10,19.7,,15/10/2019 23:00,1041930.96,6296993.05,
NICE PROMENADE,Particules fines PM2,5,14.3,,15/10/2019 00:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,9.2,,15/10/2019 01:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,11.4,,15/10/2019 02:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,14,,15/10/2019 03:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,14.6,,15/10/2019 04:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,20.1,,15/10/2019 05:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,17.6,,15/10/2019 06:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,20.4,,15/10/2019 07:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,18.5,,15/10/2019 08:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,16.8,,15/10/2019 09:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,13.5,,15/10/2019 10:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,10.5,,15/10/2019 11:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,8.2,,15/10/2019 12:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,8.5,,15/10/2019 13:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,14.3,,15/10/2019 14:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,15.9,,15/10/2019 15:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,9.7,,15/10/2019 16:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,9.7,,15/10/2019 17:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,7.9,,15/10/2019 18:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,9.3,,15/10/2019 19:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,8.9,,15/10/2019 20:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,9,,15/10/2019 21:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,12,,15/10/2019 22:00,1041930.96,6296993.05
NICE PROMENADE,Particules fines PM2,5,8.9,,15/10/2019 23:00,1041930.96,6296993.05
NICE ARSON,Dioxyde d'azote,21.5,,15/10/2019 00:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,19.3,,15/10/2019 01:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,14.5,,15/10/2019 02:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,15.9,,15/10/2019 03:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,20.1,,15/10/2019 04:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,3.5,,15/10/2019 05:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,6.3,,15/10/2019 06:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,12.3,,15/10/2019 07:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,12.8,,15/10/2019 08:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,13.1,,15/10/2019 09:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,15,,15/10/2019 10:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,39.1,,15/10/2019 11:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,27.8,,15/10/2019 12:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,16,,15/10/2019 13:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,20.3,,15/10/2019 14:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,14.1,,15/10/2019 15:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,20.5,,15/10/2019 16:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,21.9,,15/10/2019 17:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,21.9,,15/10/2019 18:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,24.3,,15/10/2019 19:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,52.7,,15/10/2019 20:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,40.5,,15/10/2019 21:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,26.7,,15/10/2019 22:00,1045411.64,6298604.32,
NICE ARSON,Dioxyde d'azote,13,,15/10/2019 23:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,23.3,,15/10/2019 00:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,21,,15/10/2019 01:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,16,,15/10/2019 02:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,17.5,,15/10/2019 03:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,22.1,,15/10/2019 04:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,4.9,,15/10/2019 05:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,8.9,,15/10/2019 06:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,15.5,,15/10/2019 07:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,16.2,,15/10/2019 08:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,16.9,,15/10/2019 09:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,17.8,,15/10/2019 10:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,45.7,,15/10/2019 11:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,35.9,,15/10/2019 12:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,20.2,,15/10/2019 13:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,26,,15/10/2019 14:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,18.4,,15/10/2019 15:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,25.4,,15/10/2019 16:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,25.8,,15/10/2019 17:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,24.5,,15/10/2019 18:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,27,,15/10/2019 19:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,67.3,,15/10/2019 20:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,50.6,,15/10/2019 21:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,31.4,,15/10/2019 22:00,1045411.64,6298604.32,
NICE ARSON,Oxydes d'azote,15.2,,15/10/2019 23:00,1045411.64,6298604.32,
NICE ARSON,Ozone,11.8,,15/10/2019 00:00,1045411.64,6298604.32,
NICE ARSON,Ozone,19.6,,15/10/2019 01:00,1045411.64,6298604.32,
NICE ARSON,Ozone,19.1,,15/10/2019 02:00,1045411.64,6298604.32,
NICE ARSON,Ozone,20.6,,15/10/2019 03:00,1045411.64,6298604.32,
NICE ARSON,Ozone,16.6,,15/10/2019 04:00,1045411.64,6298604.32,
NICE ARSON,Ozone,49.1,,15/10/2019 05:00,1045411.64,6298604.32,
NICE ARSON,Ozone,49.8,,15/10/2019 06:00,1045411.64,6298604.32,
NICE ARSON,Ozone,42.9,,15/10/2019 07:00,1045411.64,6298604.32,
NICE ARSON,Ozone,39.5,,15/10/2019 08:00,1045411.64,6298604.32,
NICE ARSON,Ozone,40.7,,15/10/2019 09:00,1045411.64,6298604.32,
NICE ARSON,Ozone,44.3,,15/10/2019 10:00,1045411.64,6298604.32,
NICE ARSON,Ozone,27.7,,15/10/2019 11:00,1045411.64,6298604.32,
NICE ARSON,Ozone,34.7,,15/10/2019 12:00,1045411.64,6298604.32,
NICE ARSON,Ozone,45,,15/10/2019 13:00,1045411.64,6298604.32,
NICE ARSON,Ozone,50.5,,15/10/2019 14:00,1045411.64,6298604.32,
NICE ARSON,Ozone,53.7,,15/10/2019 15:00,1045411.64,6298604.32,
NICE ARSON,Ozone,46.8,,15/10/2019 16:00,1045411.64,6298604.32,
NICE ARSON,Ozone,47,,15/10/2019 17:00,1045411.64,6298604.32,
NICE ARSON,Ozone,43.9,,15/10/2019 18:00,1045411.64,6298604.32,
NICE ARSON,Ozone,37.2,,15/10/2019 19:00,1045411.64,6298604.32,
NICE ARSON,Ozone,6.4,,15/10/2019 20:00,1045411.64,6298604.32,
NICE ARSON,Ozone,12.5,,15/10/2019 21:00,1045411.64,6298604.32,
NICE ARSON,Ozone,26.3,,15/10/2019 22:00,1045411.64,6298604.32,
NICE ARSON,Ozone,40.2,,15/10/2019 23:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,24.2,,15/10/2019 00:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,21.5,,15/10/2019 01:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,24.6,,15/10/2019 02:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,29,,15/10/2019 03:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,25.9,,15/10/2019 04:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,28.8,,15/10/2019 05:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,32.5,,15/10/2019 06:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,30.6,,15/10/2019 07:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,30.9,,15/10/2019 08:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,32.8,,15/10/2019 09:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,32.2,,15/10/2019 10:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,8.7,,15/10/2019 11:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,9.9,,15/10/2019 12:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,7.4,,15/10/2019 13:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,13.6,,15/10/2019 14:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,16.7,,15/10/2019 15:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,19.3,,15/10/2019 16:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,16.4,,15/10/2019 17:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,11.4,,15/10/2019 18:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,7.5,,15/10/2019 19:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,10.5,,15/10/2019 20:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,9.2,,15/10/2019 21:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,5.6,,15/10/2019 22:00,1045411.64,6298604.32,
NICE ARSON,Particules PM10,3.1,,15/10/2019 23:00,1045411.64,6298604.32,
NICE ARSON,Particules fines PM2,5,15.2,,15/10/2019 00:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,13.8,,15/10/2019 01:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,14,,15/10/2019 02:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,13.2,,15/10/2019 03:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,14.4,,15/10/2019 04:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,14.7,,15/10/2019 05:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,16.5,,15/10/2019 06:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,16.5,,15/10/2019 07:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,16.7,,15/10/2019 08:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,17.1,,15/10/2019 09:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,16.2,,15/10/2019 10:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,5,,15/10/2019 11:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,4.4,,15/10/2019 12:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,3.5,,15/10/2019 13:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,6.9,,15/10/2019 14:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,9,,15/10/2019 15:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,6.6,,15/10/2019 16:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,5,,15/10/2019 17:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,3.8,,15/10/2019 18:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,3.1,,15/10/2019 19:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,5.5,,15/10/2019 20:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,4.8,,15/10/2019 21:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,2.9,,15/10/2019 22:00,1045411.64,6298604.32
NICE ARSON,Particules fines PM2,5,1.4,,15/10/2019 23:00,1045411.64,6298604.32
Cheiron,Ozone,73.9,,15/10/2019 00:00,1025739.52,6307562.49,
Cheiron,Ozone,72.4,,15/10/2019 01:00,1025739.52,6307562.49,
Cheiron,Ozone,75.8,,15/10/2019 02:00,1025739.52,6307562.49,
Cheiron,Ozone,67.5,,15/10/2019 03:00,1025739.52,6307562.49,
Cheiron,Ozone,66.9,,15/10/2019 04:00,1025739.52,6307562.49,
Cheiron,Ozone,68.8,,15/10/2019 05:00,1025739.52,6307562.49,
Cheiron,Ozone,68.9,,15/10/2019 06:00,1025739.52,6307562.49,
Cheiron,Ozone,70.3,,15/10/2019 07:00,1025739.52,6307562.49,
Cheiron,Ozone,69,,15/10/2019 08:00,1025739.52,6307562.49,
Cheiron,Ozone,75.8,,15/10/2019 09:00,1025739.52,6307562.49,
Cheiron,Ozone,83.6,,15/10/2019 10:00,1025739.52,6307562.49,
Cheiron,Ozone,77.7,,15/10/2019 11:00,1025739.52,6307562.49,
Cheiron,Ozone,79.5,,15/10/2019 12:00,1025739.52,6307562.49,
Cheiron,Ozone,78.5,,15/10/2019 13:00,1025739.52,6307562.49,
Cheiron,Ozone,77.8,,15/10/2019 14:00,1025739.52,6307562.49,
Cheiron,Ozone,82.9,,15/10/2019 15:00,1025739.52,6307562.49,
Cheiron,Ozone,85.9,,15/10/2019 16:00,1025739.52,6307562.49,
Cheiron,Ozone,83.7,,15/10/2019 17:00,1025739.52,6307562.49,
Cheiron,Ozone,84,,15/10/2019 18:00,1025739.52,6307562.49,
Cheiron,Ozone,84.1,,15/10/2019 19:00,1025739.52,6307562.49,
Cheiron,Ozone,81.2,,15/10/2019 20:00,1025739.52,6307562.49,
Cheiron,Ozone,76.7,,15/10/2019 21:00,1025739.52,6307562.49,
Cheiron,Ozone,75.1,,15/10/2019 22:00,1025739.52,6307562.49,
Cheiron,Ozone,74.2,,15/10/2019 23:00,1025739.52,6307562.49,
